NAME	ending	population
Somlóvásárhely	hely	1172
Somlóvecse	other	93
Sümegprága	other	605
Szápár	other	486
Szentantalfa	fa	501
Szentbékkálla	other	217
Szentgál	other	2882
Szentimrefalva	falva	207
Szentjakabfa	fa	120
Szentkirályszabadja	other	2099
Szigliget	other	938
Szőc	other	437
Tagyon	other	103
Takácsi	other	863
Taliándörögd	other	661
Tés	other	823
Tihany	other	1346
Tótvázsony	other	1410
Tüskevár	vár	559
Ugod	other	1344
Ukk	other	352
Úrkút	kút	2071
Uzsa	other	327
Vanyola	other	577
Várkesző	other	171
Városlőd	other	1332
Vaszar	other	1526
Vászoly	other	264
Veszprémfajsz	other	248
Veszprémgalsa	other	264
Vid	other	150
Vigántpetend	other	220
Vilonya	other	683
Vinár	other	236
Vöröstó	tó	86
Zalaerdőd	other	251
Zalagyömörő	other	437
Zalahaláp	other	1277
Zalameggyes	other	51
Zalaszegvár	vár	155
Zánka	other	1006
Alibánfa	fa	433
Almásháza	háza	82
Alsónemesapáti	apáti	672
Alsópáhok	other	1423
Alsórajk	other	328
Alsószenterzsébet	other	61
Babosdöbréte	other	509
Baglad	other	43
Bagod	other	1240
Bak	other	1642
Baktüttös	other	352
Balatongyörök	other	1335
Balatonmagyaród	other	487
Bánokszentgyörgy	györgy	631
Barlahida	other	130
Batyk	other	375
Bázakerettye	other	769
Becsehely	hely	2077
Becsvölgye	other	775
Belezna	other	720
Belsősárd	other	95
Bezeréd	other	151
Bocfölde	other	1186
Bocska	other	330
Bókaháza	háza	299
Boncodfölde	other	339
Borsfa	fa	712
Böde	other	284
Bödeháza	háza	51
Börzönce	other	51
Búcsúszentlászló	other	759
Bucsuta	other	203
Csapi	other	167
Csatár	other	524
Cserszegtomaj	other	3202
Csertalakos	other	50
Csesztreg	other	843
Csonkahegyhát	other	350
Csöde	other	79
Csömödér	other	608
Csörnyeföld	other	447
Dióskál	other	495
Dobri	other	158
Dobronhegy	other	145
Döbröce	other	88
Dötk	other	44
Egeraracsa	other	326
Egervár	vár	1029
Eszteregnye	other	680
Esztergályhorváti	other	429
Felsőpáhok	other	720
Felsőrajk	other	748
Felsőszenterzsébet	other	19
Fityeház	other	625
Fűzvölgy	other	141
Gáborjánháza	háza	80
Galambok	other	1333
Garabonc	other	710
Gellénháza	háza	1527
Gelse	other	1067
Gelsesziget	other	254
Gétye	other	115
Gombosszeg	szeg	48
Gosztola	other	63
Gősfa	fa	305
Gutorfölde	other	980
Gyűrűs	other	102
Hagyárosbörönd	other	304
Hahót	other	1045
Hernyék	other	85
Homokkomárom	other	226
Hosszúvölgy	other	192
Hottó	tó	340
Iborfia	other	9
Iklódbördőce	other	304
Kacorlak	lak	216
Kallósd	other	87
Kálócfa	fa	150
Kányavár	vár	142
Karmacs	other	768
Kávás	other	260
Kehidakustány	other	1085
Kemendollár	other	497
Keménfa	fa	88
Kerecseny	other	268
Kerkabarabás	other	281
Kerkafalva	falva	115
Kerkakutas	other	122
Kerkaszentkirály	other	241
Kerkateskánd	other	170
Kilimán	other	230
Kisbucsa	other	437
Kiscsehi	other	182
Kisgörbő	other	181
Kiskutas	other	208
Kispáli	other	282
Kisrécse	other	187
Kissziget	other	181
Kistolmács	other	181
Kisvásárhely	hely	49
Kozmadombja	other	42
Kustánszeg	szeg	483
Külsősárd	other	69
Lakhegy	other	455
Lasztonya	other	88
Lendvadedes	other	31
Lendvajakabfa	fa	41
Lickóvadamos	other	190
Ligetfalva	falva	59
Lispeszentadorján	other	287
Liszó	other	387
Lovászi	other	1156
Magyarföld	other	53
Magyarszentmiklós	miklós	251
Magyarszerdahely	hely	532
Maróc	other	77
Márokföld	other	55
Miháld	other	789
Mihályfa	fa	362
Mikekarácsonyfa	fa	327
Milejszeg	szeg	328
Misefa	fa	294
Molnári	other	701
Murakeresztúr	túr	1696
Murarátka	other	248
Muraszemenye	other	529
Nagybakónak	other	420
Nagygörbő	other	159
Nagykapornak	other	893
Nagykutas	other	461
Nagylengyel	other	479
Nagypáli	other	530
Nagyrada	other	495
Nagyrécse	other	1125
Nemesapáti	apáti	511
Nemesbük	other	779
Nemeshetés	other	261
Nemesnép	other	134
Nemespátró	other	274
Nemesrádó	other	321
Nemessándorháza	háza	339
Nemesszentandrás	other	275
Németfalu	falu	192
Nova	other	790
Óhíd	other	556
Oltárc	other	259
Orbányosfa	fa	117
Ormándlak	lak	108
Orosztony	other	465
Ortaháza	háza	114
Ozmánbük	other	203
Padár	other	124
Páka	other	1134
Pakod	other	877
Pálfiszeg	szeg	168
Pat	other	197
Pethőhenye	other	432
Petrikeresztúr	túr	372
Petrivente	other	358
Pókaszepetk	other	939
Pórszombat	other	293
Pölöske	other	859
Pölöskefő	other	382
Pördefölde	other	66
Pötréte	other	286
Pusztaapáti	apáti	29
Pusztaederics	other	174
Pusztamagyaród	other	571
Pusztaszentlászló	other	569
Ramocsa	other	39
Rédics	other	913
Resznek	other	278
Rezi	other	1328
Rigyác	other	424
Salomvár	vár	587
Sand	other	399
Sárhida	other	785
Sármellék	other	1842
Semjénháza	háza	569
Sénye	other	46
Sormás	other	900
Söjtör	other	1476
Surd	other	610
Sümegcsehi	other	630
Szalapa	other	192
Szécsisziget	other	210
Szentgyörgyvár	vár	334
Szentgyörgyvölgy	other	403
Szentkozmadombja	other	63
Szentliszló	other	280
Szentmargitfalva	falva	78
Szentpéterfölde	other	143
Szentpéterúr	other	1039
Szepetnek	other	1571
Szijártóháza	háza	26
Szilvágy	other	181
Tekenye	other	451
Teskánd	other	1120
Tilaj	other	185
Tófej	other	707
Tormafölde	other	364
Tornyiszentmiklós	miklós	558
Tótszentmárton	márton	830
Tótszerdahely	hely	1081
Türje	other	1632
Újudvar	other	970
Valkonya	other	68
Vállus	other	129
Várfölde	other	193
Várvölgy	other	1069
Vasboldogasszony	other	550
Vaspör	other	343
Vindornyafok	other	138
Vindornyalak	lak	87
Vindornyaszőlős	szőlős	343
Vöckönd	other	86
Zajk	other	260
Zalaapáti	apáti	1693
Zalabaksa	other	663
Zalabér	other	734
Zalaboldogfa	fa	376
Zalacsány	other	983
Zalacséb	other	515
Zalaháshágy	other	385
Zalaigrice	other	118
Zalaistvánd	other	371
Zalakomár	other	2990
Zalaköveskút	kút	28
Zalamerenye	other	182
Zalasárszeg	szeg	120
Zalaszabar	other	589
Zalaszántó	tó	939
Zalaszentbalázs	other	812
Zalaszentgyörgy	györgy	419
Zalaszentiván	other	1021
Zalaszentjakab	other	320
Zalaszentlászló	other	798
Zalaszentlőrinc	other	276
Zalaszentmárton	márton	72
Zalaszentmihály	other	1005
Zalaszombatfa	fa	54
Zalatárnok	other	615
Zalaújlak	lak	107
Zalavár	vár	916
Zalavég	other	353
Zebecke	other	72
Kecskemét	other	110974
Pécs	other	149030
Békéscsaba	other	60137
Miskolc	other	160325
Szeged	other	163763
Székesfehérvár	vár	97190
Győr	other	124743
Debrecen	other	203493
Eger	other	53091
Tatabánya	other	69092
Salgótarján	other	35982
Kaposvár	vár	63778
Nyíregyháza	háza	120086
Szolnok	other	71084
Szekszárd	other	32974
Szombathely	hely	76528
Veszprém	other	56361
Zalaegerszeg	szeg	57914
Hódmezővásárhely	hely	45159
Dunaújváros	other	46228
Sopron	other	58458
Érd	other	68039
Nagykanizsa	other	47337
Bácsbokod	other	2638
Bugac	other	2694
Dunapataj	other	3191
Harta	other	3474
Lakitelek	telek	4757
Sükösd	other	3701
Tiszaalpár	other	4985
Beremend	other	2450
Szászvár	vár	2351
Vajszló	other	1787
Békésszentandrás	other	3693
Csabacsűd	other	1779
Doboz	other	4233
Dombegyház	other	2134
Gádoros	other	3708
Kétegyháza	háza	3641
Kevermes	other	1947
Nagyszénás	other	4971
Arló	other	3916
Izsófalva	falva	1796
Múcsony	other	3005
Ricse	other	1866
Szentistván	other	2375
Szirmabesenyő	other	4326
Taktaharkány	other	3653
Tiszalúc	other	5108
Algyő	other	5430
Nagymágocs	other	2992
Szegvár	vár	4443
Cece	other	2607
Előszállás	szállás	2297
Lajoskomárom	other	2211
Lepsény	other	3189
Mezőfalva	falva	4716
Perkáta	other	3986
Sárosd	other	3281
Seregélyes	other	4492
Soponya	other	1872
Szabadbattyán	other	4704
Bősárkány	other	2112
Hegyeshalom	halom	3622
Nagycenk	other	2070
Szany	other	2139
Bagamér	other	2615
Csökmő	other	1984
Egyek	other	5389
Földes	other	4056
Hosszúpályi	other	5968
Nagyrábé	other	2180
Nyírábrány	other	3930
Pocsaj	other	2764
Sárrétudvari	other	2989
Zsáka	other	1594
Kál	other	3560
Parád	other	2014
Recsk	other	2788
Nagyigmánd	other	2878
Tokod	other	4200
Alsónémedi	other	5245
Bag	other	3924
Bugyi	other	5339
Csömör	other	9591
Dömsöd	other	5958
Kartal	other	5941
Kiskunlacháza	háza	8982
Leányfalu	falu	3824
Mogyoród	other	6923
Nagykovácsi	other	8174
Solymár	other	11142
Taksony	other	6337
Tápiószecső	other	6262
Tápiószentmárton	márton	5508
Tárnok	other	9838
Valkó	other	2449
Balatonszárszó	other	2272
Berzence	other	2480
Gávavencsellő	other	3548
Hodász	other	3430
Kállósemjén	other	3732
Kölcse	other	1471
Levelek	other	3002
Mérk	other	2217
Nyírbéltek	other	2916
Nyírbogát	other	3076
Ököritófülpös	other	1858
Porcsalma	other	2920
Tarpa	other	2749
Tiszabecs	other	1624
Tiszadob	other	2777
Tuzsér	other	3577
Tyukod	other	2039
Cibakháza	háza	4005
Jászladány	other	5664
Kunmadaras	other	5626
Öcsöd	other	3304
Decs	other	4111
Fadd	other	4250
Hőgyész	other	2826
Nagydorog	other	2670
Pincehely	hely	2204
Pétfürdő	other	4791
Révfülöp	other	1178
Gyenesdiás	other	4034
Vonyarcvashegy	other	2550
Bácsalmás	other	6732
Baja	other	36315
Dunavecse	other	3938
Hajós	other	3001
Izsák	other	5930
Jánoshalma	other	8684
Kalocsa	other	16302
Kecel	other	8625
Kerekegyháza	háza	6687
Kiskőrös	other	14239
Kiskunfélegyháza	háza	30271
Kiskunhalas	other	28532
Kiskunmajsa	other	11534
Kunszentmiklós	miklós	8431
Lajosmizse	other	12002
Mélykút	kút	5128
Solt	other	6492
Soltvadkert	other	7525
Szabadszállás	szállás	6398
Tiszakécske	other	11470
Tompa	other	4719
Bóly	other	3789
Harkány	other	4589
Komló	other	25059
Kozármisleny	other	6370
Mágocs	other	2331
Mohács	other	18822
Pécsvárad	other	3997
Sásd	other	3087
Sellye	other	2767
Siklós	other	9827
Szentlőrinc	other	6556
Szigetvár	vár	10558
Villány	other	2360
Battonya	other	6004
Békés	other	19622
Csorvás	other	4965
Dévaványa	other	7618
Elek	other	4857
Füzesgyarmat	other	5688
Gyomaendrőd	other	13561
Gyula	other	30656
Kondoros	other	5015
Körösladány	other	4594
Medgyesegyháza	háza	3590
Mezőberény	berény	10354
Mezőhegyes	other	5181
Mezőkovácsháza	háza	5968
Orosháza	háza	28744
Sarkad	other	10250
Szarvas	other	16062
Szeghalom	halom	9068
Tótkomlós	other	5873
Újkígyós	other	5152
Vésztő	other	7078
Abaújszántó	tó	3022
Alsózsolca	other	5843
Borsodnádasd	other	3130
Cigánd	other	3221
Edelény	other	9890
Emőd	other	5023
Encs	other	6451
Felsőzsolca	other	6854
Gönc	other	2047
Kazincbarcika	other	28410
Mezőcsát	other	5983
Mezőkeresztes	other	3767
Mezőkövesd	other	16470
Nyékládháza	háza	5101
Onga	other	4917
Ózd	other	35390
Pálháza	háza	1088
Putnok	other	6931
Rudabánya	other	2598
Sajóbábony	other	2763
Sajószentpéter	other	12397
Sárospatak	other	12375
Sátoraljaújhely	hely	15138
Szendrő	other	4192
Szerencs	other	9191
Szikszó	other	5611
Tiszaújváros	other	16980
Tokaj	other	3909
Csanádpalota	other	2896
Csongrád	other	16749
Kistelek	telek	7230
Makó	other	23499
Mindszent	other	6784
Mórahalom	halom	6317
Sándorfalva	falva	8288
Szentes	other	27820
Aba	other	4657
Adony	other	3840
Bicske	other	12465
Bodajk	other	4093
Csákvár	vár	5237
Enying	other	6833
Ercsi	other	8426
Gárdony	other	11322
Martonvásár	other	5756
Mór	other	14257
Polgárdi	other	6960
Pusztaszabolcs	other	6103
Rácalmás	other	4708
Sárbogárd	other	12146
Velence	other	6186
Beled	other	2629
Csorna	other	10137
Fertőd	other	3290
Fertőszentmiklós	miklós	3805
Jánossomorja	other	6171
Kapuvár	vár	10174
Lébény	other	3290
Mosonmagyaróvár	vár	32539
Pannonhalma	other	3500
Tét	other	4056
Balmazújváros	other	17678
Berettyóújfalu	falu	14989
Biharkeresztes	other	4345
Derecske	other	8747
Hajdúböszörmény	other	31026
Hajdúdorog	other	8970
Hajdúhadház	other	13388
Hajdúnánás	other	17169
Hajdúsámson	other	14196
Hajdúszoboszló	other	23987
Kaba	other	5875
Komádi	other	5603
Létavértes	other	7500
Nádudvar	other	8822
Nyíradony	other	8001
Polgár	other	8036
Püspökladány	other	14646
Téglás	other	6431
Tiszacsege	other	4704
Vámospércs	other	5542
Bélapátfalva	falva	2883
Füzesabony	other	7766
Gyöngyös	other	29465
Gyöngyöspata	other	2508
Hatvan	other	20784
Heves	other	10744
Kisköre	other	2809
Lőrinci	other	5553
Pétervására	other	2186
Verpelét	other	3909
Ács	other	7179
Bábolna	other	3551
Dorog	other	12158
Esztergom	other	29520
Kisbér	other	5576
Komárom	other	19243
Lábatlan	other	5055
Nyergesújfalu	falu	7545
Oroszlány	other	18960
Tát	other	5480
Tata	other	23339
Balassagyarmat	other	15174
Bátonyterenye	other	12525
Pásztó	tó	9079
Rétság	other	2818
Szécsény	other	5772
Abony	other	14968
Albertirsa	other	12839
Aszód	other	6158
Biatorbágy	other	13481
Budakalász	other	11165
Budakeszi	other	14887
Budaörs	other	29703
Cegléd	other	36867
Dabas	other	17014
Diósd	other	10354
Dunaharaszti	other	22320
Dunakeszi	other	43908
Dunavarsány	other	8099
Fót	other	19955
Göd	other	20571
Gödöllő	other	32079
Gyál	other	24405
Gyömrő	other	18228
Halásztelek	telek	10745
Isaszeg	szeg	11504
Kerepes	other	10473
Kistarcsa	other	12990
Maglód	other	12709
Monor	other	18490
Nagykáta	other	12572
Nagykőrös	other	23935
Nagymaros	other	4985
Ócsa	other	9705
Őrbottyán	other	7499
Örkény	other	4860
Pécel	other	16311
Pilis	other	11952
Piliscsaba	other	8108
Pilisvörösvár	vár	14594
Pomáz	other	17889
Ráckeve	other	10392
Sülysáp	other	8425
Százhalombatta	other	19228
Szentendre	other	27794
Szigethalom	halom	18269
Szigetszentmiklós	miklós	38766
Szob	other	2651
Tápiószele	other	6187
Tököl	other	10510
Törökbálint	other	14061
Tura	other	7821
Újhartyán	other	2801
Üllő	other	11987
Vác	other	34298
Vecsés	other	21242
Veresegyház	other	18706
Visegrád	other	1818
Zsámbék	other	5659
Balatonboglár	other	5890
Balatonföldvár	vár	2320
Balatonlelle	other	4934
Barcs	other	11048
Csurgó	other	5006
Fonyód	other	5199
Igal	other	1459
Kadarkút	kút	2450
Lengyeltóti	other	3061
Marcali	other	11500
Nagyatád	other	10633
Nagybajom	other	3185
Siófok	other	24984
Tab	other	4414
Zamárdi	other	2612
Ajak	other	3794
Baktalórántháza	háza	3775
Balkány	other	6328
Csenger	other	5382
Demecser	other	4365
Dombrád	other	4182
Fehérgyarmat	other	8150
Ibrány	other	6970
Kemecse	other	5084
Kisvárda	other	17302
Mándok	other	4389
Máriapócs	other	2117
Mátészalka	other	17036
Nagyecsed	other	6539
Nagyhalász	other	5818
Nagykálló	other	9720
Nyírbátor	other	12248
Nyírlugos	other	2780
Nyírmada	other	5094
Nyírtelek	telek	7069
Rakamaz	other	4627
Tiszalök	other	5414
Tiszavasvári	other	13222
Újfehértó	tó	12929
Vaja	other	3714
Vásárosnamény	other	9107
Záhony	other	4489
Abádszalók	other	4263
Besenyszög	other	3335
Fegyvernek	other	6766
Jászapáti	apáti	8712
Jászárokszállás	szállás	7694
Jászberény	berény	26361
Jászfényszaru	other	5791
Jászkisér	other	5463
Karcag	other	20268
Kenderes	other	4570
Kisújszállás	szállás	11161
Kunhegyes	other	7938
Kunszentmárton	márton	8169
Martfű	other	6450
Mezőtúr	túr	17060
Rákóczifalva	falva	5436
Tiszaföldvár	vár	10945
Tiszafüred	other	11510
Törökszentmiklós	miklós	20957
Túrkeve	other	8909
Újszász	other	6238
Bátaszék	other	6537
Bonyhád	other	13217
Dombóvár	vár	18651
Dunaföldvár	vár	8476
Gyönk	other	1813
Nagymányok	other	2314
Paks	other	18936
Simontornya	other	3951
Tamási	other	8160
Tolna	other	11593
Bük	other	3492
Celldömölk	other	10654
Csepreg	other	3234
Jánosháza	háza	2467
Körmend	other	11182
Kőszeg	szeg	11427
Őriszentpéter	other	1160
Répcelak	lak	2642
Sárvár	vár	14856
Szentgotthárd	other	8578
Vasvár	vár	4207
Vép	other	3327
Ajka	other	28821
Badacsonytomaj	other	2192
Balatonalmádi	other	9685
Balatonfüred	other	13768
Balatonfűzfő	other	4463
Balatonkenese	other	2662
Berhida	other	5972
Devecser	other	4458
Herend	other	3494
Pápa	other	30397
Sümeg	other	6242
Tapolca	other	15866
Várpalota	other	20489
Zirc	other	6803
Hévíz	other	4747
Keszthely	hely	19509
Lenti	other	8040
Letenye	other	4080
Pacsa	other	1700
Zalakaros	other	2518
Zalalövő	other	2903
Zalaszentgrót	other	6498
